-3.115861825542112773e-01,-1.819577918596010369e-01,-1.346280286137875315e-01,2.782433695130682172e-01,1.128332528695829562e-01,1.697749653669821945e-01,-4.747563693503587534e-01,-1.103467727092848349e-01,-4.767476934323681137e-01,5.164727327466396289e-01
-1.724606729058439647e-01,2.939836568198547218e-01,6.193613682810269472e-01,-1.736386049611754120e-02,4.003578691666022649e-01,5.463376471253525990e-01,6.510787208025528017e-01,-7.080621263895235940e-01,-4.099754190045181157e-01,-9.241700066927268642e-01
-2.553062231640196855e-01,1.753450602061752336e-02,-4.945032702013810177e-01,-2.156064209211087102e-01,4.380701716833457215e-01,2.251972428728829245e-01,-2.896486231067164213e-02,-4.657021573989316571e-02,3.705892822665782238e-01,3.219369701348759882e-01
-4.142104007703049651e-01,-7.593270861513506942e-02,-5.745884159832260855e-03,-3.402559573994676789e-01,-3.439413287186147278e-02,7.975749250946859159e-02,4.011464421224318899e-01,-4.122566747832809853e-01,-1.758601982410671893e-01,1.676820752973712803e-01
-2.184323803695048249e-01,-1.921075991928472004e-01,1.957426233121477011e-01,4.171759338129121808e-01,-1.431996538034888966e-01,1.800337968062359351e-01,-3.699017092813992880e-02,4.421565910575701031e-01,3.450186008753040601e-01,-1.088866446553107270e-01
1.012227084680041439e-01,2.801953863300392644e-01,-3.040150856537458535e-01,-2.952599768261938151e-01,-2.641015805087825186e-01,1.129430139650094700e-01,2.125638831354391967e-01,-1.139302135314325115e-01,5.721507363722302952e-02,1.525105152710266865e-01
-3.679642326264678798e-01,-3.857258157927997977e-01,-2.731757850536625232e-01,-3.711973568641687704e-01,-4.216730079533703712e-01,-2.830222025735234515e-01,3.879752175903190131e-02,2.575176259782406829e-01,2.889930978593281408e-01,1.009888253530807495e-01
-2.691686407952311733e-01,-3.469409480456241979e-01,-6.804182258996346877e-02,-2.409036124699945047e-01,3.547809795521203458e-01,-1.679322651408458877e-01,-4.548814825776767434e-01,5.172112616962099008e-01,6.175193306358889300e-02,5.943979342972579433e-02
6.722812381806125837e-02,-9.612356828659300578e-02,-2.205232336510163926e-01,-4.248320877016268371e-01,-3.082847368002803456e-01,-4.824943444150053273e-01,3.814871496122282379e-01,-1.021857857296499389e-01,-2.249023232931783300e-01,3.776751638383337578e-02
1.538160425079943272e-01,-2.226598529377024349e-01,1.998668641005313731e-02,-4.804519674041428656e-01,-3.839701736935066667e-01,2.229492329624252200e-01,-8.547407200592149756e-02,5.410010235627893405e-01,1.707818650922085235e-01,-1.990690140471576275e-01
